Date,Close_prophet,High_prophet,Low_prophet,Open_prophet,Volume_prophet
2025-07-12,236.10015242639216,238.42440604049975,232.9467381211028,235.51927925056023,13162046.74945991
2025-07-13,236.53776948588418,238.89904534317466,233.37917889500605,235.99624514232477,13698506.419248264
2025-07-14,236.17869842215424,238.59655046752871,232.9034212879653,235.5300518851103,21188149.273044277
2025-07-15,236.49109673139895,238.96992242851462,233.3562078838198,236.0695278002921,21225300.20315616
2025-07-16,236.7517421358579,239.34206195092088,233.59872360896958,236.3380957676425,24627769.59776161
2025-07-17,237.03273594048238,239.7051789087679,233.921395713846,236.80668399619302,23530935.5346546
2025-07-18,237.36642336148233,240.008935359204,234.15994536978755,237.07908904710862,36446630.69713388
