Date,Close_arima,High_arima,Low_arima,Open_arima,Volume_arima
2025-07-12,211.19316875838936,211.96148129840168,209.79862332068677,210.6003355936538,46646683.14659004
2025-07-13,211.1729487790754,212.037201829328,209.79299010603611,210.57759280856072,50059206.14161578
2025-07-14,211.18527642498378,212.00317929874979,209.79247308895253,210.5946473350281,51740261.302728355
2025-07-15,211.17776054916203,212.0184662040684,209.7924256370656,210.5818583616532,52568371.89973311
2025-07-16,211.1823428019123,212.011597535858,209.792421281926,210.59144865079412,52976310.42354557
2025-07-17,211.1795491101636,212.0146837460491,209.7924208822108,210.58425701444375,53177266.47918861
2025-07-18,211.1812523583282,212.01329705898664,209.79242084552487,210.58964993144926,53276260.160692886
